Titulo,Reclamação,Status,Data,Localidade
Recarga no número errado," Hoje, dia 31/10/2019, às 13h50 fiz uma recarga no valor de R$30,00, para o número 77988657262. Contudo, enganei-me, nã... ",Não respondida,31/10/2019, São Paulo 
Nem pra pagar a Oi atende, Tenho uma negociação em andamento com a Oi de uma conta de Tv de mais de 4 anos atrás. Além de me cobrarem 3x mais do ... ,Não respondida,31/10/2019, Alvorada 
EMPRESA SE RECUSA A TIRAR MEU NOME DO SERASA, PAGUEI TODAS AS CONTAS ATRASADAS DA OI TV HA MAIS DE 3 SEMANAS E A EMPRESA DESCUMPRIU TODOS AS LEIS DO CONSUMIDOR E NA... ,Não respondida,31/10/2019, Parnaíba 
Efetua pagamento de recarga e nao obtive a recarga.," Na data de hoje efetue uma recarga via cartao de crédito vom sucesso, porem nao caiu os creditos no celular. Liguei na... ",Não respondida,31/10/2019, São Paulo 
pior empresa do mundo!," gente como pode sermos refem desse tipo de empresa, eles simplesmente cobram e vc eh obrigado a pagar para nao ser neg... ",Não respondida,31/10/2019, Curitiba 
Descumpriram acordo feito após reclamação na ANATEL," Após adquirir uma linha pós-pago (+ um dependente), tive de solicitar o cancelamento. O vendedor me informou cobertura... ",Não respondida,31/10/2019, Belo Horizonte 
Bloqueio indevido, Boa NoiteJa sou cliente oi há 2 anos e todas as vezes que tenho um problema é um calvário para solucionar ... ,Não respondida,31/10/2019, Rio de Janeiro 
reinstalação da linha 2590-7045, Proprietariado da linha 2590-7045  o sr. Sebastião Joaquim da Silva com CPF  057783954-34  CUJO RECIBO A SER PAG... ,Não respondida,31/10/2019, Rio de Janeiro 
Oferecem um plano e fornecem outro," Em meados desse ano eu transferi meu número para a Oi, adquirindo o plano controle de 12G por R$54,99 no boleto. Após ... ",Não respondida,31/10/2019, Santos 
Cobrança indevida," Cancelei os serviços da oi porém estão me cobrando uma conta no valor de 104, que se encontra no Serasa. ",Não respondida,31/10/2019, Ubatuba 
Valor não de acordo," Prezados,Recebi um boleto com vencimento 16/10/2019.Não entendi muito bem!Entrei em contato ho... ",Não respondida,31/10/2019, Rio de Janeiro 
Cobrança indevida e sem resposta de contestação!, O plano daqui de casa em nome de meu pai Alexander Vaz Senra plano Oitv mix com premiere e pagava R$320 e possuía 3 po... ,Não respondida,31/10/2019, Campo Belo 
Novamente," já havia cancelado o pacote por alguns problems que havia enfrentado com a oi, porém um atendendo me ligou e me oferec... ",Não respondida,31/10/2019, Carneirinho 
Cobrança indevida Janeiro de 2013," Sempre consultei meu CPF e nunca apareceu nada, hoje fui consultar e tem uma cobrança da Operadora de telefonia Oi, se... ",Não respondida,31/10/2019, São Paulo 
Desresito ao consumidor, Desde de o dia 10/10 que o serviço da oi tá muito ruim.Primeiro pedi um concerto para fixo e mandaram um técnico de fi... ,Não respondida,31/10/2019, Belém 
Demora para solucionar," Tinha plano combo da Oi, mudei de cidade, iriam reduzir a 1 mega minha internet, tive que cancelar minha linha de fixo... ",Não respondida,31/10/2019, Bento Gonçalves 
OI LEITURA - COBRANÇA INDEVIDA....," COMO SEMPRE A OI COBRANDO POR SERVIÇOS NÃO ADQUIRIDOS PELO USUÁRIO....COBRANDO UM VALOR DE R$ 13,06 POR UM SERVIÇO QUE... ",Não respondida,31/10/2019, Alto Garças 
EMPRESA COMETENDO [Editado pelo Reclame Aqui], Após realizar o pedido no site da OI esta empresa tercerizada consegue nossos dados(não sei como) e entra em contato i... ,Não respondida,31/10/2019, Curitiba 
Eu não assinei esse Plano," Eu não assinei nenhum plano com a operadora oi, e mesmo assim foi tarifado no meu cartão de crédito ",Não respondida,31/10/2019, Vitória da Conquista 
[Editado pelo Reclame Aqui] o cliente," Fiz portabilidade das minhas duas linhas da claro para a operadora OI  e foi a pior coisa que fiz , estou com muita ra... ",Não respondida,31/10/2019, Rio de Janeiro 
Falta de Respeito!!!," Boa tarde, não vou me prolongar, pq não tenho maiores informações sobre o assunto, para minha surpresa fui solicitar u... ",Não respondida,11/11/2019, São Paulo 
mal atendimento, desde que contratei minha internet ela não alcança a velocidade contratada. Depois disso fiquei 5 dias no mês passado ... ,Não respondida,11/11/2019, Ponta Grossa 
PLANOS ABUSIVOS," Boa tarde!A operadora da Oi, vem com falta de compromisso com os clientes, aumenta valores dos planos incl... ",Não respondida,11/11/2019, Salvador 
Ameaça e deboche de clientes," Boa tardeRecebi uma ligação da Oi hoje, em que o atendente, além de evasivo, foi debochado ao dizer que perco a ... ",Não respondida,11/11/2019, Alvorada 
Recarga caiu no celular errado," Bom dia, hoje dia 11/11/2019 solicitei uma recarga pelo canal *880# tinha opção p/ seu oi escolhi essa e segui com o p... ",Não respondida,11/11/2019, Itaquaquecetuba 
Atendimento," Senhores da Oi Telefonia, gostaria de uma retorno imediato, o meu caso é simples, a um ano fiz o cancelamento da linha... ",Não respondida,11/11/2019, Cametá 
OI TV LIVRE ELSYS," Boa tardeAssim como vários usuários tive meu sinal bloqueado. Na mensagem de E06, pede pra ligar no 08002829542,... ",Não respondida,11/11/2019, Israelândia 
Oi TV livre, Minha Oi TV está inativa ,Não respondida,11/11/2019, Vitória do Mearim 
Empresa se recusa a cancelar por problemas no sistema, A empresa OI está realizando cobranças indevidas e por algum problema interno do sistema da empresa não consegue resol... ,Não respondida,11/11/2019, Rio de Janeiro 
NÃO DEVO A OI, Ao consultar o Serasa descobri uma anotação de dívida da OI. Empresa com a qual não trabalho faz mais de 3 anos.... ,Não respondida,11/11/2019, Recife 
Cobrança indevida após suspensão de linha por 120 dias, Solicitei em setembro/2019 a suspensão dos serviços de telefonia móvel com a Oi por um período de 120 dias. O motivo e... ,Não respondida,11/11/2019, São Paulo 
Ausencia de contrato comercial," Em uma pesquisa simples no site do serasa, notei que consta uma conta vencida da empresa desde 20/07/2018. Ocorre que ... ",Não respondida,11/11/2019, São Paulo 
Oferta falsa de troca de plano., Recebi uma ligações de  funcionarias da empresa me informando que teria que fazer troca de plano na minha linha reclus... ,Não respondida,11/11/2019, Salvador 
Serasa consumidor cobrança," Fiz o cancelamento da minha conta na oi, fiz o pagamento pelo site da propria operadora de duas faturas, quando entrei... ",Não respondida,11/11/2019, São Paulo 
propaganda enganosa, solicitei a banda larga da oi no qual eles fazem a venda casada do telefone fixo foram na minha casa e instalaram apen... ,Não respondida,11/11/2019, Crato 
Conta em um mês só veio uma de 119 e 91 de 125 e 74 todas as duas do mês 10 e eu não vou poder pagar Então eu quero contestar ninguém que quis cancelar disse que ia sujar o nome do meu esposo, Quero reclamar sobre as duas contas que vem um mês só esse contexto eles não quiseram reclamei ele disse que não podia... ,Não respondida,11/11/2019, Poço Branco 
Problema de sinal," Fiz a portabilidade para a oi porem me arrependo amargamente pois ela cai toda hora, fica sem sinal de internet e ando... ",Não respondida,11/11/2019, Guarulhos 
Quero cancelar e não consigo me cobram uma multa abusiva, Instalei aqui em ksa há 17 dias a Internet e ela funcionou 3 dias e parou... Liguei diversas vezes reclamando e nada. ... ,Não respondida,11/11/2019, São Paulo 
USARAM MEU CPF INDEVIDAMENTE," Meu nome está no SERASA por duas cobranças no meu cpf, de uma conta de Pernambuco, sendo que nunca tive nenhum serviço... ",Não respondida,11/11/2019, São Paulo 
"fatura oi, cobrança indevida"," cobrança de serviço de terceiros , os quais não foram contratados ",Não respondida,11/11/2019, Guaratinguetá 
Multa de Cancelamento do Plano," Bom dia!Próximo do dia 18/09 uma telefonista me liga para oferecer um plano pós da Operado Oi, mostrei tod... ",Não respondida,11/11/2019, Tubarão 
Ligações da Oi," A um bom tempo que a operadora Oi, fica me ligando através de um robô, oferecendo um produto novo, qual dizem que é um... ",Não respondida,11/11/2019, Ribeirão Preto 
Conta com valor errado todos os meses, Sou cliente da oi a anos e de um tempo pra cá o serviço só vem piorando não tem um mês q a conta não vem no valor erra... ,Não respondida,11/11/2019, Ribeirão das Neves 
SOLICITAÇÃO DE CANCELAMENTO DE SERVIÇO MEDIANTE A MUDANÇA," Bom dia, venho por meio desta registrar minha indignação com a empresa OI pelos seguintes fatos ocorridos mediante a m... ",Não respondida,11/11/2019, Rio de Janeiro 
Sem telefone e internet, Estou em sem telefone e sem internet desde 27/08/2019. Fazendo sempre ligação pra oi e eles nunca tem a solução.  Dize... ,Não respondida,11/11/2019, Rio de Janeiro 
Oi Lixo," Vivem infernizando para fazer plano. Porém internet não pega mais que 2G em Biritiba Mirim. Então antes de oferecer, o... ",Não respondida,11/11/2019, Biritiba-Mirim 
cobrança de valor indevido, olá  em 2017 tentei fazer a portabilidade do meu telefone da claro para oi falaram q demoraria 4 dias e estaria feito ... ,Não respondida,11/11/2019, Viamão 
Telefonia movél e mudança de plano sem autorização," Bom dia,Eu antonio abro  reclamação contra a OI que mudou o meu plano 47xxxx5576 para oi total e ninguém s... ",Não respondida,11/11/2019, Blumenau 
NAO ATENDEM OS TELEFONES," LIGO PARA PAGAR DIVIDA DA OPERADORA OI, QUE MANDARAM PRA ELES E NAO ATENDEM. AI FICA DIFICIL ",Não respondida,11/11/2019, Porto Alegre 
processo  errôneo de portabilidade na Loja Center Norte," Ação No dia 09/10/2019 eu solicitei uma portabilidade da Tim para a Oi no plano Oi mais de 50 gigas, através da ... ",Não respondida,11/11/2019, São Paulo 
Cobrança indevida - [Editado pelo Reclame Aqui], A pouco dias deixei aqui uma reclamação sobre ligações informando mudança de plano não solicitado. Agora recebi ... ,Não respondida,11/11/2019, Fortaleza 
Não consigo entrar em contato., Tenho contas da Oi para acertar e quando tento entrar em contato com a empresa Contax nenhum número atende ou não é lo... ,Não respondida,11/11/2019, Brasília 
"OI , EMPRESA LIXO !!"," ESSA EMPRESA É UM LIXO, MAIOR DESCASO COM CLIENTE , JÁ RECLAMEI VÁRIAS VEZES REFERENTE A COBRANÇAS INDEVIDAS , NÃO CUM... ",Não respondida,11/11/2019, Aparecida de Goiânia 
Descaso com cliente (Propaganda Enganosa)," Mudei de operadora recentemente e pelo que constatei, foi a pior decisão que tomei. Contratei um pacote família para 0... ",Não respondida,11/11/2019, Guarulhos 
"Bom dia, cheguei em casa, é o canal TNT, estava sem sinal, justamente na hora do jogo de (Fortaleza x Ceará) quero saber o motivo, quero também, que isso não se repita de novo!", Ok ,Não respondida,11/11/2019, Solonópole 
Valores arbitrários," Simplesmente um descaso com o cliente, primeiro momento ao contrato da TV a cabo os funcionários da instalação relatar... ",Não respondida,11/11/2019, Barbacena 
Cobrança indevida, Frequentemente acesso os site do Serasa Consumidor para saber quem consultou meu CPF  e como anda meu score. Na ultima... ,Não respondida,11/11/2019, Maracanaú 
Cobrar por serviço mal utilizado, Fui assaltada no dia 01/08/2019 logo que cheguei em casa liguei para oi pedindo o cancelamento e bloqueio do meu celul... ,Não respondida,11/11/2019, Magé 
Troca de plano por conta propria, Contratei o plano controle da Oi 16Gb sem fidelidade. A operadora mudou meu plano sem meu consentimento e está me cobr... ,Não respondida,11/11/2019, Belo Horizonte 
Sabem cobrar por um serviço que não cumprem," Desde do inicio do mês de outubro de 2019 estou sem o serviço de internet prestado pela operadora OI, sendo que necess... ",Não respondida,11/11/2019, Rio de Janeiro 
"Ja liguei 2x falando sobre um cancelamento que fiz de um plano que nem chegou a ser estalado na minha residência, liguei pedi  a contestação e a oi abre chamado não  retornam e ja chegou  a segunda fatura mw cobrando sendo que  eu pedi pro técnico  cortar", 201900130891514 preciso  que resolvam  o meu problema ,Não respondida,11/11/2019, Araruama 
cancelamento, Bom dia! Venho através deste email expressar minha insatisfação com a operadora. Tenho certeza que vocês consegu... ,Não respondida,11/11/2019, Ipatinga 
"O serviço Oi-WiFI, vendido como um dos beneficios do plano, não funciona."," Tentei me conectar por duas vezes em diferentes pontos do aeroporto internacional de Guarulhos, nos dias 7 e 11, e tiv... ",Não respondida,11/11/2019, São Paulo 
Cobranças indevida, No mês de julho/agosto de 2019 tentei uma solicitação para instalação de internet fibra da OI e durante o cadastro me ... ,Não respondida,11/11/2019, São Luís 
"Usaram meu CPF, para uma conta oi Internet"," Na sexta-feira, chegou uma fatura da oi, com um endereço lá no do Paraná, no valor de 221,00 no meu nome. E eu desconh... ",Não respondida,11/11/2019, Sete Lagoas 
Renegociar minha dívida sem juros abusivo e correção do valor ," Bom dia! Quero renegociar minha dívida com a oi, porém, todas as vezes que ligo, os atendentes transfere para outros d... ",Não respondida,11/11/2019, Mariana 
Processo contra operadora, Entrei com processo a mais de 2 anos e ate agora nao tive nem uma solução nem contato da oi ,Não respondida,11/11/2019, Curitiba 
Qualidade de internet," uso o plano oi controle que custa R$ 35,00, mas a qualidade de internet é péssima, em uma cidade como Aracaju em algun... ",Não respondida,10/11/2019, Aracaju 
Tecnico nao apareceu e disse que nao tinha ninguem em casa, Pedi uma assistencia tecnica da oi para mudança de local da antena. Foi marcado sabado entre 13 e 18 hrs ficamos esper... ,Não respondida,10/11/2019, Cariacica 
Internet Ruim," Eu já reclamei mas não adianta, tenho um Motorola One, um aparelho celular de ótima qualidade, mas com essa empresa nã... ",Não respondida,10/11/2019, Guaíba 
Poblema não resolvido no sac, Venho por meio desta reclamar sobre a Oi porque tenho uma linha não consigo fazer transferência de endereço pois a mes... ,Não respondida,15/11/2019, Belo Horizonte 
SPC e Serasa  cobrança indevida também , Hoje dia 15/11 venho através desse canal espessa o quanto estou nervoso com operadora. OI   Esses dias vendo meu score... ,Não respondida,15/11/2019, Itapevi 
Minha internet não está acumulando, Assinei um plano pós pago nos meus celulares o plano é acumulativo mas minha internet não está acumulando em um dos ch... ,Não respondida,15/11/2019, São Paulo 
Estou com minha TV fechada desde dia 08 LIGO ninguém resolve !, Comprovante de pagamento ,Não respondida,15/11/2019, Aliança 
